brand,category,categories,title,description,asin,model_number,upc,initial_price,final_price,buybox_price,number_of_sellers,specifications
Logitech,Mouse,"[""Electronics"",""Accessories"",""Peripherals"",""Wireless Mouse""]","Logitech MX Master 3S","Professional productivity mouse with advanced tracking sensor.","LOGMXMASTER01","910-006557","890123450135",99.99,119.99,109.99,32,"[{""key"":""Sensor"",""value"":""8000 DPI Darkfield""},{""key"":""Connectivity"",""value"":""Bluetooth + Bolt Receiver""},{""key"":""Battery"",""value"":""70 Days""}]"
Sony,Console,"[""Electronics"",""Gaming"",""Consoles"",""Home Console""]","Sony PlayStation 5 Pro","High-performance gaming console with upgraded GPU and enhanced ray tracing capabilities.","SONPS5PRO001","CFI-7020","890123450136",699.99,749.99,729.99,30,"[{""key"":""CPU"",""value"":""AMD Zen 2 Custom""},{""key"":""GPU"",""value"":""RDNA Based Enhanced GPU""},{""key"":""Storage"",""value"":""2TB SSD""},{""key"":""Resolution"",""value"":""8K Ready""}]"
Microsoft,Console,"[""Electronics"",""Gaming"",""Consoles"",""Home Console""]","Xbox Series X 2TB Galaxy Black","Premium Xbox console with increased storage capacity.","MSXBOX2TB001","RRT-00074","890123450137",599.99,649.99,619.99,22,"[{""key"":""Storage"",""value"":""2TB SSD""},{""key"":""CPU"",""value"":""AMD Zen 2 8-Core""},{""key"":""GPU"",""value"":""AMD RDNA 2""},{""key"":""Resolution"",""value"":""4K UHD""}]"
Nintendo,Console,"[""Electronics"",""Gaming"",""Consoles"",""Handheld Console""]","Nintendo Switch OLED","Portable gaming console with OLED display and improved dock.","NINSWOLED001","HEG-001","890123450138",349.99,399.99,379.99,28,"[{""key"":""Display"",""value"":""7-inch OLED""},{""key"":""Storage"",""value"":""64GB""},{""key"":""Battery"",""value"":""4.5-9 Hours""},{""key"":""Resolution"",""value"":""720p Handheld""}]"
Valve,Console,"[""Electronics"",""Gaming"",""Consoles"",""Handheld Console""]","Steam Deck OLED 1TB","Portable gaming PC with OLED display and Steam ecosystem integration.","VALSTEAM001","1030","890123450139",649.99,699.99,679.99,19,"[{""key"":""Display"",""value"":""7.4-inch OLED 90Hz""},{""key"":""Storage"",""value"":""1TB NVMe SSD""},{""key"":""RAM"",""value"":""16GB LPDDR5""},{""key"":""APU"",""value"":""AMD Zen 2 RDNA2""}]"
Meta,VR Headset,"[""Electronics"",""Gaming"",""Virtual Reality"",""VR Headset""]","Meta Quest 3 512GB","Standalone VR headset with mixed reality capabilities.","METAQUEST3001","899-00594-01","890123450140",499.99,549.99,529.99,25,"[{""key"":""Storage"",""value"":""512GB""},{""key"":""Display"",""value"":""LCD 2064x2208 per eye""},{""key"":""Processor"",""value"":""Snapdragon XR2 Gen 2""},{""key"":""Tracking"",""value"":""Inside-Out Tracking""}]"
Apple,Smartphone,"[""Electronics"",""Phones"",""Smartphones"",""Flagship Phone""]","Apple iPhone 16 Pro","Premium smartphone with Pro camera system and titanium frame.","APPIPH16001","A3293","890123450141",999.99,1099.99,1049.99,29,"[{""key"":""Display"",""value"":""6.3-inch OLED 120Hz""},{""key"":""Processor"",""value"":""Apple A18 Pro""},{""key"":""Storage"",""value"":""256GB""},{""key"":""Camera"",""value"":""48MP Triple Camera""}]"
Apple,Smartphone,"[""Electronics"",""Phones"",""Smartphones"",""Flagship Phone""]","Apple iPhone 16 Pro Max","Large premium iPhone with advanced battery and camera features.","APPIPH16PM01","A3295","890123450142",1199.99,1299.99,1249.99,30,"[{""key"":""Display"",""value"":""6.9-inch OLED 120Hz""},{""key"":""Processor"",""value"":""Apple A18 Pro""},{""key"":""Storage"",""value"":""512GB""},{""key"":""Battery"",""value"":""Large Capacity Battery""}]"
Samsung,Smartphone,"[""Electronics"",""Phones"",""Smartphones"",""Flagship Phone""]","Samsung Galaxy S25 Ultra","Premium Android flagship with AI features and advanced camera hardware.","SAMS25ULT001","SM-S938B","890123450143",1299.99,1399.99,1349.99,26,"[{""key"":""Processor"",""value"":""Snapdragon 8 Elite""},{""key"":""Display"",""value"":""6.9-inch AMOLED""},{""key"":""Camera"",""value"":""200MP Main Sensor""},{""key"":""Storage"",""value"":""512GB""}]"
Samsung,Smartphone,"[""Electronics"",""Phones"",""Smartphones"",""Midrange Phone""]","Samsung Galaxy A55 5G","Midrange smartphone with premium design and AMOLED display.","SAMGA55001","SM-A556B","890123450144",449.99,499.99,469.99,23,"[{""key"":""Display"",""value"":""6.6-inch AMOLED""},{""key"":""Processor"",""value"":""Exynos 1480""},{""key"":""RAM"",""value"":""8GB""},{""key"":""Storage"",""value"":""256GB""}]"
Google,Smartphone,"[""Electronics"",""Phones"",""Smartphones"",""Midrange Phone""]","Google Pixel 8a","Affordable AI-focused smartphone with excellent camera performance.","GOOPIX8A001","GKV4X","890123450145",499.99,549.99,529.99,19,"[{""key"":""Processor"",""value"":""Google Tensor G3""},{""key"":""Display"",""value"":""6.1-inch OLED""},{""key"":""RAM"",""value"":""8GB""},{""key"":""Camera"",""value"":""64MP Main Camera""}]"
Motorola,Smartphone,"[""Electronics"",""Phones"",""Smartphones"",""Midrange Phone""]","Motorola Edge 50 Ultra","Premium Motorola phone with curved OLED display and fast charging.","MOTOEDGE5001","XT2401","890123450146",799.99,899.99,849.99,14,"[{""key"":""Processor"",""value"":""Snapdragon 8s Gen 3""},{""key"":""Display"",""value"":""6.67-inch OLED""},{""key"":""Charging"",""value"":""125W Fast Charge""}]"
OnePlus,Smartphone,"[""Electronics"",""Phones"",""Smartphones"",""Midrange Phone""]","OnePlus Nord 4","Affordable 5G smartphone with strong performance and metal design.","ONENORD4001","CPH2661","890123450147",499.99,549.99,529.99,15,"[{""key"":""Processor"",""value"":""Snapdragon 7+ Gen 3""},{""key"":""Display"",""value"":""6.74-inch AMOLED""},{""key"":""RAM"",""value"":""12GB""},{""key"":""Storage"",""value"":""256GB""}]"
HP,Workstation Laptop,"[""Electronics"",""Computers"",""Laptops"",""Mobile Workstation""]","HP ZBook Fury G11","Professional mobile workstation designed for engineering, 3D rendering, and AI workloads.","HPZBOOKF001","A3XZ7","890123450148",2999.99,3299.99,3149.99,8,"[{""key"":""CPU"",""value"":""Intel Core i9-14900HX""},{""key"":""GPU"",""value"":""NVIDIA RTX 5000 Ada Laptop GPU""},{""key"":""RAM"",""value"":""64GB DDR5 ECC""},{""key"":""Storage"",""value"":""2TB SSD""}]"
Dell,Workstation Laptop,"[""Electronics"",""Computers"",""Laptops"",""Mobile Workstation""]","Dell Precision 5690","Professional workstation laptop for enterprise engineering and creative workloads.","DELP5690001","Precision-5690","890123450149",2499.99,2799.99,2649.99,7,"[{""key"":""CPU"",""value"":""Intel Core Ultra 9 185H""},{""key"":""GPU"",""value"":""NVIDIA RTX 2000 Ada""},{""key"":""RAM"",""value"":""32GB LPDDR5X""},{""key"":""Storage"",""value"":""1TB SSD""}]"
Lenovo,Workstation Laptop,"[""Electronics"",""Computers"",""Laptops"",""Mobile Workstation""]","Lenovo ThinkPad P1 Gen 7","Premium workstation laptop with OLED display and professional graphics.","LENP1GEN7001","21KV000","890123450150",2399.99,2699.99,2549.99,10,"[{""key"":""CPU"",""value"":""Intel Core Ultra 9""},{""key"":""GPU"",""value"":""NVIDIA RTX 4060 Laptop GPU""},{""key"":""RAM"",""value"":""64GB""},{""key"":""Display"",""value"":""16-inch OLED""}]"
Apple,Desktop Computer,"[""Electronics"",""Computers"",""Desktop Computers"",""All-in-One PC""]","Apple iMac M4 24-inch","All-in-one desktop computer with high-resolution display and Apple Silicon.","APPIMAC4001","MQR93","890123450151",1499.99,1599.99,1549.99,18,"[{""key"":""Processor"",""value"":""Apple M4 Chip""},{""key"":""Display"",""value"":""24-inch 4.5K Retina""},{""key"":""RAM"",""value"":""16GB Unified Memory""},{""key"":""Storage"",""value"":""512GB SSD""}]"
Apple,Desktop Computer,"[""Electronics"",""Computers"",""Desktop Computers"",""Mini PC""]","Apple Mac Mini M4 Pro","Compact desktop computer with professional performance.","APPMINI4001","MU9D3","890123450152",1399.99,1499.99,1449.99,21,"[{""key"":""Processor"",""value"":""Apple M4 Pro""},{""key"":""RAM"",""value"":""24GB Unified Memory""},{""key"":""Storage"",""value"":""512GB SSD""},{""key"":""Ports"",""value"":""Thunderbolt 5""}]"
Intel,Mini PC,"[""Electronics"",""Computers"",""Desktop Computers"",""Mini PC""]","Intel NUC 14 Pro","Compact business mini PC with Intel Core Ultra processor.","INTNUC14001","RNUC14RV","890123450153",799.99,899.99,849.99,12,"[{""key"":""CPU"",""value"":""Intel Core Ultra 7""},{""key"":""RAM"",""value"":""32GB DDR5""},{""key"":""Storage"",""value"":""1TB SSD""},{""key"":""Size"",""value"":""Compact Mini PC""}]"
Beelink,Mini PC,"[""Electronics"",""Computers"",""Desktop Computers"",""Mini PC""]","Beelink SER8 Pro","Compact AMD-powered mini PC for home and office use.","BEESER8001","SER8","890123450154",699.99,799.99,749.99,14,"[{""key"":""CPU"",""value"":""AMD Ryzen 7 8845HS""},{""key"":""RAM"",""value"":""32GB DDR5""},{""key"":""Storage"",""value"":""1TB SSD""},{""key"":""GPU"",""value"":""Radeon 780M""}]"
Synology,NAS,"[""Electronics"",""Storage"",""Network Storage"",""NAS""]","Synology DiskStation DS1522+","Five-bay NAS system for advanced home and business storage.","SYDDS1522001","DS1522+","890123450155",699.99,799.99,749.99,11,"[{""key"":""Drive Bays"",""value"":""5 Bay""},{""key"":""CPU"",""value"":""AMD Ryzen R1600""},{""key"":""RAM"",""value"":""8GB DDR4 ECC""},{""key"":""Networking"",""value"":""1Gb Ethernet""}]"
QNAP,NAS,"[""Electronics"",""Storage"",""Network Storage"",""NAS""]","QNAP TS-464","Four-bay NAS with multimedia and virtualization support.","QNTS464001","TS-464-8G","890123450156",649.99,749.99,699.99,9,"[{""key"":""Drive Bays"",""value"":""4 Bay""},{""key"":""CPU"",""value"":""Intel Celeron N5095""},{""key"":""RAM"",""value"":""8GB""},{""key"":""Network"",""value"":""2.5Gb Ethernet""}]"
TP-Link,Networking,"[""Electronics"",""Networking"",""Routers"",""WiFi Router""]","TP-Link Deco BE85 Mesh WiFi 7","High-performance mesh networking system for large homes.","TPLDECO85001","Deco BE85","890123450157",1499.99,1599.99,1549.99,16,"[{""key"":""Standard"",""value"":""WiFi 7""},{""key"":""Coverage"",""value"":""Up to 8500 sq ft""},{""key"":""Speed"",""value"":""22Gbps""},{""key"":""Units"",""value"":""3 Pack""}]"
Netgear,Networking,"[""Electronics"",""Networking"",""Mesh System"",""WiFi Mesh""]","Netgear Orbi 970 Series","Premium WiFi 7 mesh system for high-speed connected homes.","NETORBI97001","RBE973S","890123450158",1699.99,1799.99,1749.99,13,"[{""key"":""Standard"",""value"":""WiFi 7""},{""key"":""Coverage"",""value"":""10000 sq ft""},{""key"":""Speed"",""value"":""27Gbps""},{""key"":""Backhaul"",""value"":""10Gb Ethernet""}]"
Ubiquiti,Networking,"[""Electronics"",""Networking"",""Network Equipment"",""Router""]","Ubiquiti UniFi Dream Machine Pro","Professional network controller and security gateway.","UBIUDMPRO01","UDM-Pro","890123450159",379.99,429.99,399.99,10,"[{""key"":""Processor"",""value"":""Quad Core ARM""},{""key"":""Ports"",""value"":""8x Gigabit LAN""},{""key"":""Storage"",""value"":""3.5-inch HDD Bay""}]"
NVIDIA,GPU,"[""Electronics"",""Components"",""Graphics Cards"",""GPU""]","NVIDIA RTX 4090 Founders Edition","Flagship gaming GPU designed for extreme 4K gaming, AI, and professional workloads.","NVID4090FE001","RTX4090-24G","890123450160",1599.99,1899.99,1749.99,28,"[{""key"":""VRAM"",""value"":""24GB GDDR6X""},{""key"":""CUDA Cores"",""value"":""16384""},{""key"":""Memory Bus"",""value"":""384-bit""},{""key"":""Power"",""value"":""450W""}]"
ASUS,GPU,"[""Electronics"",""Components"",""Graphics Cards"",""GPU""]","ASUS TUF Gaming RTX 4090 OC","Factory overclocked RTX 4090 with advanced cooling design.","ASUTUF409001","TUF-RTX4090-O24G","890123450161",1799.99,2099.99,1949.99,22,"[{""key"":""VRAM"",""value"":""24GB GDDR6X""},{""key"":""Cooling"",""value"":""Axial Tech Triple Fan""},{""key"":""Boost Clock"",""value"":""2595MHz""}]"
MSI,GPU,"[""Electronics"",""Components"",""Graphics Cards"",""GPU""]","MSI Suprim X RTX 4090","Premium RTX graphics card with silent cooling and premium materials.","MSISUP409001","RTX4090SUPRIMX","890123450162",1849.99,2149.99,1999.99,19,"[{""key"":""VRAM"",""value"":""24GB GDDR6X""},{""key"":""Cooling"",""value"":""Tri Frozr 3S""},{""key"":""Power"",""value"":""450W""}]"
AMD,CPU,"[""Electronics"",""Components"",""Processors"",""CPU""]","AMD Ryzen 9 7950X3D","High-end gaming and productivity CPU with 3D V-Cache technology.","AMDR7950X3D01","100-100000908WOF","890123450163",699.99,799.99,749.99,21,"[{""key"":""Cores"",""value"":""16""},{""key"":""Threads"",""value"":""32""},{""key"":""Cache"",""value"":""144MB""},{""key"":""Socket"",""value"":""AM5""}]"
AMD,CPU,"[""Electronics"",""Components"",""Processors"",""CPU""]","AMD Ryzen 5 7600X","Affordable high-performance gaming processor.","AMDR7600X001","100-100000593WOF","890123450164",299.99,349.99,329.99,25,"[{""key"":""Cores"",""value"":""6""},{""key"":""Threads"",""value"":""12""},{""key"":""Boost Clock"",""value"":""5.3GHz""},{""key"":""Socket"",""value"":""AM5""}]"
Intel,CPU,"[""Electronics"",""Components"",""Processors"",""CPU""]","Intel Core i9-14900KS","Extreme desktop processor built for enthusiasts.","INT14900KS01","BX8071514900KS","890123450165",699.99,799.99,749.99,14,"[{""key"":""Cores"",""value"":""24""},{""key"":""Threads"",""value"":""32""},{""key"":""Boost Clock"",""value"":""6.2GHz""},{""key"":""Socket"",""value"":""LGA1700""}]"
Intel,CPU,"[""Electronics"",""Components"",""Processors"",""CPU""]","Intel Core i5-14600K","Popular gaming processor with strong price-performance ratio.","INT14600K001","BX8071514600K","890123450166",319.99,369.99,339.99,29,"[{""key"":""Cores"",""value"":""14""},{""key"":""Threads"",""value"":""20""},{""key"":""Boost Clock"",""value"":""5.3GHz""}]"
ASUS,Motherboard,"[""Electronics"",""Components"",""Motherboards"",""Gaming Motherboard""]","ASUS ROG Strix Z790-F Gaming WiFi","Gaming motherboard supporting latest Intel processors.","ASUZ790F001","ROG-Z790-F","890123450167",399.99,459.99,429.99,17,"[{""key"":""Socket"",""value"":""LGA1700""},{""key"":""Chipset"",""value"":""Z790""},{""key"":""Memory"",""value"":""DDR5""},{""key"":""Network"",""value"":""WiFi 6E""}]"
MSI,Motherboard,"[""Electronics"",""Components"",""Motherboards"",""Gaming Motherboard""]","MSI MAG B650 Tomahawk WiFi","Reliable AMD gaming motherboard with strong VRM design.","MSIB650T001","MAG-B650-TOMAHAWK","890123450168",219.99,269.99,249.99,23,"[{""key"":""Socket"",""value"":""AM5""},{""key"":""Memory"",""value"":""DDR5""},{""key"":""Network"",""value"":""WiFi 6E""}]"
Gigabyte,Motherboard,"[""Electronics"",""Components"",""Motherboards"",""Gaming Motherboard""]","Gigabyte Z790 AORUS Master","Premium Intel motherboard for enthusiast gaming builds.","GIGZ790M001","Z790-AORUS-MASTER","890123450169",499.99,579.99,539.99,12,"[{""key"":""Socket"",""value"":""LGA1700""},{""key"":""Memory"",""value"":""DDR5 8000MHz""},{""key"":""PCIe"",""value"":""PCIe 5.0""}]"
Corsair,Power Supply,"[""Electronics"",""Components"",""Power Supplies"",""PC PSU""]","Corsair HX1500i Platinum","High wattage premium modular PSU for enthusiast systems.","CORHX1500I01","CP-9020215","890123450170",399.99,449.99,429.99,15,"[{""key"":""Power"",""value"":""1500W""},{""key"":""Efficiency"",""value"":""80 Plus Platinum""},{""key"":""Modular"",""value"":""Fully Modular""}]"
be quiet!,Power Supply,"[""Electronics"",""Components"",""Power Supplies"",""PC PSU""]","be quiet! Dark Power Pro 13 1300W","Premium silent power supply for high-end PCs.","BEQUIET13001","BN300","890123450171",399.99,449.99,419.99,11,"[{""key"":""Power"",""value"":""1300W""},{""key"":""Efficiency"",""value"":""80 Plus Titanium""},{""key"":""Fan"",""value"":""Silent Wings""}]"
Noctua,CPU Cooler,"[""Electronics"",""Components"",""Cooling"",""CPU Cooler""]","Noctua NH-U12A chromax.black","Premium quiet CPU air cooler with excellent thermal performance.","NOUNH12A001","NH-U12A-CH-BK","890123450172",119.99,139.99,129.99,20,"[{""key"":""Type"",""value"":""Dual Fan Tower Cooler""},{""key"":""Fans"",""value"":""2x NF-A12x25""},{""key"":""Compatibility"",""value"":""AM5/LGA1700""}]"
Corsair,CPU Cooler,"[""Electronics"",""Components"",""Cooling"",""Liquid Cooler""]","Corsair iCUE H150i Elite LCD XT","Premium 360mm liquid CPU cooler with customizable LCD display.","CORH150LCD01","CW-9060072","890123450173",279.99,319.99,299.99,18,"[{""key"":""Radiator"",""value"":""360mm""},{""key"":""Fans"",""value"":""AF120 RGB Elite""},{""key"":""Display"",""value"":""LCD Screen""}]"
NZXT,CPU Cooler,"[""Electronics"",""Components"",""Cooling"",""Liquid Cooler""]","NZXT Kraken Elite 360 RGB","High-end AIO cooler with RGB fans and LCD pump display.","NZKRAKEN36001","RL-KR36E","890123450174",299.99,349.99,329.99,16,"[{""key"":""Radiator"",""value"":""360mm""},{""key"":""Display"",""value"":""2.72-inch LCD""},{""key"":""Fans"",""value"":""RGB F120""}]"
Lian Li,PC Case,"[""Electronics"",""Components"",""Computer Cases"",""ATX Case""]","Lian Li O11D EVO RGB","Premium dual chamber PC case designed for showcase builds.","LIO11EVO001","O11D-EVO-RGB","890123450175",199.99,239.99,219.99,22,"[{""key"":""Form Factor"",""value"":""ATX Mid Tower""},{""key"":""Material"",""value"":""Aluminum + Glass""},{""key"":""GPU Support"",""value"":""426mm""}]"
Fractal Design,PC Case,"[""Electronics"",""Components"",""Computer Cases"",""ATX Case""]","Fractal Design North XL","Large premium airflow PC case with wood accent design.","FRANORTHXL01","FD-C-NOR1X","890123450176",179.99,219.99,199.99,14,"[{""key"":""Form Factor"",""value"":""Full Tower""},{""key"":""Cooling"",""value"":""Airflow Focused""},{""key"":""GPU Support"",""value"":""413mm""}]"
Logitech,Keyboard,"[""Electronics"",""Accessories"",""Peripherals"",""Gaming Keyboard""]","Logitech G Pro X TKL Lightspeed","Professional wireless esports keyboard.","LOGPROXTKL01","920-012118","890123450177",199.99,229.99,214.99,26,"[{""key"":""Switches"",""value"":""GX Mechanical""},{""key"":""Connectivity"",""value"":""Lightspeed Wireless""},{""key"":""Battery"",""value"":""50 Hours""}]"
Razer,Mouse,"[""Electronics"",""Accessories"",""Peripherals"",""Gaming Mouse""]","Razer Viper V3 Pro","Ultra-light esports mouse with advanced optical sensor.","RAZVIPER3001","RZ01-051201","890123450178",159.99,179.99,169.99,29,"[{""key"":""Sensor"",""value"":""Focus Pro 35K""},{""key"":""Weight"",""value"":""54g""},{""key"":""Polling Rate"",""value"":""8000Hz""}]"
SteelSeries,Keyboard,"[""Electronics"",""Accessories"",""Peripherals"",""Gaming Keyboard""]","SteelSeries Apex Pro TKL Wireless","Adjustable mechanical gaming keyboard for competitive players.","STAPROTKL001","64856","890123450179",249.99,299.99,279.99,18,"[{""key"":""Switches"",""value"":""OmniPoint Adjustable""},{""key"":""Connectivity"",""value"":""Wireless + Bluetooth""},{""key"":""Display"",""value"":""OLED Smart Display""}]"
HyperX,Headset,"[""Electronics"",""Audio"",""Headsets"",""Gaming Headset""]","HyperX Cloud III Wireless","Comfortable gaming headset with long battery life.","HYPCLD3001","77Z46AA","890123450180",149.99,179.99,164.99,23,"[{""key"":""Driver"",""value"":""53mm Dynamic""},{""key"":""Battery"",""value"":""120 Hours""},{""key"":""Connection"",""value"":""2.4GHz Wireless""}]"
Elgato,Streaming Equipment,"[""Electronics"",""Streaming"",""Creator Equipment"",""Capture Card""]","Elgato 4K X Capture Card","External capture device for streamers and content creators.","ELG4KX001","10GBB9901","890123450181",229.99,269.99,249.99,12,"[{""key"":""Capture"",""value"":""4K 60FPS HDR""},{""key"":""Interface"",""value"":""USB-C""},{""key"":""Compatibility"",""value"":""PC Console""}]"
Elgato,Streaming Equipment,"[""Electronics"",""Streaming"",""Creator Equipment"",""Microphone""]","Elgato Wave:3 Microphone","USB condenser microphone designed for streaming and recording.","ELGWAVE3001","10MAA9901","890123450182",149.99,169.99,159.99,17,"[{""key"":""Type"",""value"":""Condenser USB Microphone""},{""key"":""Resolution"",""value"":""24-bit 96kHz""},{""key"":""Connection"",""value"":""USB-C""}]"
Shure,Microphone,"[""Electronics"",""Audio"",""Microphones"",""Studio Microphone""]","Shure MV7 USB Microphone","Professional microphone inspired by broadcast equipment.","SHUREMV7001","MV7-K","890123450183",249.99,279.99,259.99,15,"[{""key"":""Type"",""value"":""Dynamic Microphone""},{""key"":""Connection"",""value"":""USB + XLR""},{""key"":""Use"",""value"":""Podcast Streaming""}]"
Beyerdynamic,Headphones,"[""Electronics"",""Audio"",""Headphones"",""Studio Headphones""]","Beyerdynamic DT 1990 Pro","Professional studio headphones for audio engineers.","BEYDT199001","DT1990PRO","890123450184",599.99,649.99,619.99,8,"[{""key"":""Driver"",""value"":""Tesla Dynamic Driver""},{""key"":""Impedance"",""value"":""250 Ohm""},{""key"":""Type"",""value"":""Open Back""}]"
Sennheiser,Headphones,"[""Electronics"",""Audio"",""Headphones"",""Audiophile Headphones""]","Sennheiser HD 800 S","Reference-grade audiophile headphones.","SENHD800S01","HD800S","890123450185",1799.99,1999.99,1899.99,7,"[{""key"":""Driver"",""value"":""56mm Ring Radiator""},{""key"":""Impedance"",""value"":""300 Ohm""},{""key"":""Type"",""value"":""Open Back""}]"
Apple,Tablet,"[""Electronics"",""Computers"",""Tablets"",""Premium Tablet""]","Apple iPad Pro 13 M4","Professional tablet with OLED display and Apple Silicon performance.","APPIPADPRO13001","MVX33","890123450186",1299.99,1399.99,1349.99,27,"[{""key"":""Processor"",""value"":""Apple M4 Chip""},{""key"":""Display"",""value"":""13-inch Tandem OLED""},{""key"":""Storage"",""value"":""512GB""},{""key"":""RAM"",""value"":""8GB""}]"
Apple,Tablet,"[""Electronics"",""Computers"",""Tablets"",""Tablet""]","Apple iPad Air M2 11-inch","Powerful lightweight tablet for students and creators.","APPIPADAIR001","MUWC3","890123450187",599.99,699.99,649.99,31,"[{""key"":""Processor"",""value"":""Apple M2 Chip""},{""key"":""Display"",""value"":""11-inch Liquid Retina""},{""key"":""Storage"",""value"":""256GB""}]"
Samsung,Tablet,"[""Electronics"",""Computers"",""Tablets"",""Android Tablet""]","Samsung Galaxy Tab S10 Ultra","Large premium Android tablet for productivity and entertainment.","SAMTABS10001","SM-X920","890123450188",1199.99,1299.99,1249.99,20,"[{""key"":""Display"",""value"":""14.6-inch AMOLED""},{""key"":""Processor"",""value"":""Dimensity 9300+""},{""key"":""RAM"",""value"":""12GB""},{""key"":""Storage"",""value"":""512GB""}]"
Microsoft,Tablet,"[""Electronics"",""Computers"",""Tablets"",""Windows Tablet""]","Microsoft Surface Pro 11","Convertible Windows tablet with OLED display and Snapdragon processor.","MSPRO11001","ZHX-00001","890123450189",999.99,1099.99,1049.99,15,"[{""key"":""Processor"",""value"":""Snapdragon X Elite""},{""key"":""Display"",""value"":""13-inch OLED""},{""key"":""RAM"",""value"":""16GB""},{""key"":""Storage"",""value"":""512GB SSD""}]"
Lenovo,Tablet,"[""Electronics"",""Computers"",""Tablets"",""Android Tablet""]","Lenovo Tab Extreme","Large Android tablet designed for productivity and media.","LENTABEXT001","TB570FU","890123450190",949.99,999.99,969.99,12,"[{""key"":""Display"",""value"":""14.5-inch OLED""},{""key"":""Processor"",""value"":""MediaTek Dimensity 9000""},{""key"":""RAM"",""value"":""12GB""}]"
Sony,Headphones,"[""Electronics"",""Audio"",""Headphones"",""Wireless Headphones""]","Sony WH-1000XM5","Premium noise cancelling wireless headphones.","SONWH1000XM5001","WH1000XM5","890123450191",399.99,449.99,429.99,35,"[{""key"":""Noise Cancellation"",""value"":""Adaptive ANC""},{""key"":""Battery"",""value"":""30 Hours""},{""key"":""Codec"",""value"":""LDAC""}]"
Bose,Headphones,"[""Electronics"",""Audio"",""Headphones"",""Wireless Headphones""]","Bose QuietComfort Ultra","Flagship wireless headphones with immersive audio.","BOSQCU001","QC Ultra","890123450192",429.99,479.99,449.99,29,"[{""key"":""Noise Cancellation"",""value"":""Active Noise Cancellation""},{""key"":""Audio"",""value"":""Immersive Spatial Audio""},{""key"":""Battery"",""value"":""24 Hours""}]"
Apple,Earbuds,"[""Electronics"",""Audio"",""Earbuds"",""True Wireless Earbuds""]","Apple AirPods Pro 3","Premium wireless earbuds with adaptive audio features.","APPAIRPRO3001","MTJV3","890123450193",249.99,299.99,279.99,40,"[{""key"":""Chip"",""value"":""Apple H3""},{""key"":""Noise Cancellation"",""value"":""Active ANC""},{""key"":""Charging"",""value"":""USB-C Case""}]"
Samsung,Earbuds,"[""Electronics"",""Audio"",""Earbuds"",""True Wireless Earbuds""]","Samsung Galaxy Buds3 Pro","Premium Android earbuds with intelligent audio features.","SAMBUDS3001","SM-R630","890123450194",199.99,249.99,229.99,33,"[{""key"":""Codec"",""value"":""SSC HiFi""},{""key"":""Noise Cancellation"",""value"":""Adaptive ANC""},{""key"":""Battery"",""value"":""30 Hours""}]"
Sony,Earbuds,"[""Electronics"",""Audio"",""Earbuds"",""True Wireless Earbuds""]","Sony WF-1000XM5","Compact flagship earbuds with industry-leading noise cancellation.","SONWF1000XM5001","WF1000XM5","890123450195",299.99,349.99,329.99,31,"[{""key"":""Driver"",""value"":""8.4mm Dynamic Driver""},{""key"":""ANC"",""value"":""Dual Processor Noise Canceling""},{""key"":""Battery"",""value"":""24 Hours""}]"
Apple,Smartwatch,"[""Electronics"",""Wearables"",""Smart Watches"",""Premium Smartwatch""]","Apple Watch Ultra 2","Rugged premium smartwatch designed for athletes and outdoor users.","APPWATCHU2001","MREK3","890123450196",799.99,849.99,819.99,34,"[{""key"":""Display"",""value"":""49mm Retina OLED""},{""key"":""Processor"",""value"":""S9 SiP""},{""key"":""Water Resistance"",""value"":""100m""}]"
Samsung,Smartwatch,"[""Electronics"",""Wearables"",""Smart Watches"",""Premium Smartwatch""]","Samsung Galaxy Watch Ultra","Advanced Android smartwatch with health tracking.","SAMWATCHU001","SM-L705","890123450197",649.99,699.99,679.99,22,"[{""key"":""Display"",""value"":""47mm AMOLED""},{""key"":""Processor"",""value"":""Exynos W1000""},{""key"":""GPS"",""value"":""Dual Frequency""}]"
Garmin,Smartwatch,"[""Electronics"",""Wearables"",""Smart Watches"",""Sports Watch""]","Garmin Fenix 8","Premium multisport GPS smartwatch for athletes.","GARFENIX8001","010-02904","890123450198",999.99,1099.99,1049.99,18,"[{""key"":""GPS"",""value"":""Multi-band GPS""},{""key"":""Battery"",""value"":""Up to 29 Days""},{""key"":""Water Resistance"",""value"":""100m""}]"
Fitbit,Smartwatch,"[""Electronics"",""Wearables"",""Smart Watches"",""Fitness Tracker""]","Fitbit Sense 2","Health-focused smartwatch with advanced wellness tracking.","FITSENSE2001","FB521","890123450199",299.99,349.99,329.99,20,"[{""key"":""Sensors"",""value"":""Heart Rate + ECG""},{""key"":""Battery"",""value"":""6 Days""},{""key"":""GPS"",""value"":""Built-in""}]"
GoPro,Camera,"[""Electronics"",""Cameras"",""Action Cameras"",""Sports Camera""]","GoPro HERO13 Black","Professional action camera for adventure recording.","GPHERO13001","CHDHX-131","890123450200",399.99,449.99,429.99,24,"[{""key"":""Video"",""value"":""5.3K 60FPS""},{""key"":""Sensor"",""value"":""27MP""},{""key"":""Waterproof"",""value"":""10m""}]"
